nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia
Miami County 4H Fairgrounds,campground,"1029 W 200 N, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7917170,-86.0946780,OPERATIONAL,4.3,206,Miami County 4H Fairgrounds,business,"1029 W 200 N, Peru, IN 46970, USA",Peru,IN,46970
Mississinewa Lake Campground,campground,"4627 S 625 E, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.6995247,-85.9448932,OPERATIONAL,4.6,201,Mississinewa Lake Campground,business,"4627 S 625 E, Peru, IN 46970, USA",Peru,IN,46970
Mississinewa Reservoir,campground,"5613 E Mississinewa Dam Rd, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7096824,-85.9673227,OPERATIONAL,4.6,331,Mississinewa Reservoir,business,"5613 E Mississinewa Dam Rd, Peru, IN 46970, USA",Peru,IN,46970
Misthaven Resort,campground,"4252 W 200 N, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7950913,-86.1530786,OPERATIONAL,4.4,300,Misthaven Resort,business,"4252 W 200 N, Peru, IN 46970, USA",Peru,IN,46970
Wabash Flats Mobile Home Community,rv_park,"151 E Washington Ave, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7630538,-86.0708618,OPERATIONAL,4.1,120,Wabash Flats Mobile Home Community,business,"151 E Washington Ave, Peru, IN 46970, USA",Peru,IN,46970
Woodland Hills,rv_park,"2934 S 300 W, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7230630,-86.1322890,OPERATIONAL,3.4,136,Woodland Hills,business,"2934 S 300 W, Peru, IN 46970, USA",Peru,IN,46970
Woody's Spillway Camp & Bait,campground,"5686 E 375 S, Peru, IN 46970, USA",Peru,IN,46970,Miami County,40.7163280,-85.9629850,OPERATIONAL,4.7,205,Woody's Spillway Camp & Bait,business,"5686 E 375 S, Peru, IN 46970, USA",Peru,IN,46970
Mobile Home Village,rv_park,"114 N Cox Ln, Petersburg, IN 47567, USA",Petersburg,IN,47567,Pike County,38.4966163,-87.2713775,OPERATIONAL,4.0,21,Mobile Home Village,business,"114 N Cox Ln, Petersburg, IN 47567, USA",Petersburg,IN,47567
Petersburg Estates Mobile Home and RV park,rv_park,"2175 E Main St, Petersburg, IN 47567, USA",Petersburg,IN,47567,Pike County,38.4967254,-87.2603365,OPERATIONAL,5.0,5,Petersburg Estates Mobile Home and RV park,business,"2175 E Main St, Petersburg, IN 47567, USA",Petersburg,IN,47567
Jellystone Park,campground,"1916 N 850 E, Pierceton, IN 46562, USA",Pierceton,IN,46562,Kosciusko County,41.2655323,-85.6706524,OPERATIONAL,4.5,754,Jellystone Park,business,"1916 N 850 E, Pierceton, IN 46562, USA",Pierceton,IN,46562
Woodland Trace MHC,rv_park,"3603 Clarks Creek Rd, Plainfield, IN 46168, USA",Plainfield,IN,46168,Hendricks County,39.7102546,-86.3690032,OPERATIONAL,3.2,51,Woodland Trace MHC,business,"3603 Clarks Creek Rd, Plainfield, IN 46168, USA",Plainfield,IN,46168
Briarwood Estates,rv_park,"2706 Briarwood Ave, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3657466,-86.3193239,OPERATIONAL,1.0,3,Briarwood Estates,business,"2706 Briarwood Ave, Plymouth, IN 46563, USA",Plymouth,IN,46563
Campers Roost,campground,"15983 12th Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3051911,-86.3665687,OPERATIONAL,4.4,18,Campers Roost,business,"15983 12th Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563
Gatewood Estates Mobile Home Park,rv_park,"2403 Michigan Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.4438651,-86.3110803,OPERATIONAL,2.8,30,Gatewood Estates Mobile Home Park,business,"2403 Michigan Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563
"Hidden Lake Paradise Campground, LLC",campground,"12589 Rose Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.2942480,-86.3958620,OPERATIONAL,4.1,85,"Hidden Lake Paradise Campground, LLC",business,"12589 Rose Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563
Oak Ridge Village Mobile Home Park,rv_park,"2401 N Michigan St, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3624877,-86.3132304,OPERATIONAL,4.5,2,Oak Ridge Village Mobile Home Park,business,"2401 N Michigan St, Plymouth, IN 46563, USA",Plymouth,IN,46563
Riverpark MHP Office,rv_park,"805 Baker St, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3518174,-86.2988248,OPERATIONAL,4.6,58,Riverpark MHP Office,business,"805 Baker St, Plymouth, IN 46563, USA",Plymouth,IN,46563
Windmill Community,rv_park,"678 Windmill Dr, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3453065,-86.3323423,OPERATIONAL,4.5,17,Windmill Community,business,"678 Windmill Dr, Plymouth, IN 46563, USA",Plymouth,IN,46563
"Yogi Bear's Jellystone Park Plymouth, IN",campground,"7719 Redwood Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563,Marshall County,41.3664782,-86.3887841,OPERATIONAL,4.3,845,"Yogi Bear's Jellystone Park Plymouth, IN",business,"7719 Redwood Rd, Plymouth, IN 46563, USA",Plymouth,IN,46563
Ingram Manor MH Community,rv_park,"3801 County Line Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5419208,-87.2180354,OPERATIONAL,4.0,134,Ingram Manor MH Community,business,"3801 County Line Rd, Portage, IN 46368, USA",Portage,IN,46368
Lakeshore Camp Resort,campground,"5300 Old Porter Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5942924,-87.2074915,OPERATIONAL,3.7,1039,Lakeshore Camp Resort,business,"5300 Old Porter Rd, Portage, IN 46368, USA",Portage,IN,46368
Marine Drive Estates,rv_park,"1930 Marine Dr, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5968589,-87.1939697,OPERATIONAL,3.5,26,Marine Drive Estates,business,"1930 Marine Dr, Portage, IN 46368, USA",Portage,IN,46368
Oak Tree Village,,"254 Sandalwood St, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5956964,-87.1395119,OPERATIONAL,3.8,192,Oak Tree Village,business,"254 Sandalwood St, Portage, IN 46368, USA",Portage,IN,46368
Pleasant Valley Manufactured Home Community,rv_park,"2999 McCool Rd, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5696570,-87.1417567,OPERATIONAL,3.4,138,Pleasant Valley Manufactured Home Community,business,"2999 McCool Rd, Portage, IN 46368, USA",Portage,IN,46368
Woodland Village RV/MH Park,rv_park,"5757 US-20, Portage, IN 46368, USA",Portage,IN,46368,Porter County,41.5922740,-87.1924474,OPERATIONAL,3.6,284,Woodland Village RV/MH Park,business,"5757 US-20, Portage, IN 46368, USA",Portage,IN,46368
Oakwood Manufactured Home Community,rv_park,"1237 US-27, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.4577865,-84.9772033,OPERATIONAL,3.1,96,Oakwood Manufactured Home Community,business,"1237 US-27, Portland, IN 47371, USA",Portland,IN,47371
Paradise Point Campground,rv_park,"3965 W 550 S, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.3585268,-85.0576992,OPERATIONAL,4.1,141,Paradise Point Campground,business,"3965 W 550 S, Portland, IN 47371, USA",Portland,IN,47371
Sunny Days,rv_park,"608 Blaine Pike, Portland, IN 47371, USA",Portland,IN,47371,Jay County,40.4264181,-84.9888340,OPERATIONAL,4.9,21,Sunny Days,business,"608 Blaine Pike, Portland, IN 47371, USA",Portland,IN,47371
Parkview Estates,rv_park,"500 W Warnock St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3640134,-87.5780160,OPERATIONAL,3.9,9,Parkview Estates,business,"500 W Warnock St, Princeton, IN 47670, USA",Princeton,IN,47670
"Sandy Acres MHP, LLC",rv_park,"3212 W Sycamore St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3531761,-87.6134489,OPERATIONAL,3.1,43,"Sandy Acres MHP, LLC",business,"3212 W Sycamore St, Princeton, IN 47670, USA",Princeton,IN,47670
Valley Court,rv_park,"811 W Broadway St, Princeton, IN 47670, USA",Princeton,IN,47670,Gibson County,38.3551718,-87.5761757,OPERATIONAL,2.5,8,Valley Court,business,"811 W Broadway St, Princeton, IN 47670, USA",Princeton,IN,47670
Homeplace Campground,campground,"10800 Millgrove Rd, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4471490,-86.7620552,OPERATIONAL,3.1,28,Homeplace Campground,business,"10800 Millgrove Rd, Quincy, IN 47456, USA",Quincy,IN,47456
Indian Oaks Campground,campground,"10201 Tower Rd, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4384334,-86.7564146,OPERATIONAL,4.5,113,Indian Oaks Campground,business,"10201 Tower Rd, Quincy, IN 47456, USA",Quincy,IN,47456
The Retreat at Hickory Hills,rv_park,"9507 US-231, Quincy, IN 47456, USA",Quincy,IN,47456,Owen County,39.4286620,-86.7727949,OPERATIONAL,4.3,429,The Retreat at Hickory Hills,business,"9507 US-231, Quincy, IN 47456, USA",Quincy,IN,47456
Caboose Lake Campground,rv_park,"3657 US-24, Remington, IN 47977, USA",Remington,IN,47977,Jasper County,40.7652908,-87.1151984,OPERATIONAL,3.8,420,Caboose Lake Campground,business,"3657 US-24, Remington, IN 47977, USA",Remington,IN,47977
Brightstone Lake,,"2494 N 620 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978,Jasper County,41.0486149,-87.1659890,OPERATIONAL,4.7,40,Brightstone Lake,business,"2494 N 620 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978
Little Creek Campground,rv_park,"10391 S 80 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978,Jasper County,40.8576399,-87.0607208,OPERATIONAL,4.2,65,Little Creek Campground,business,"10391 S 80 W, Rensselaer, IN 47978, USA",Rensselaer,IN,47978
Deer Ridge Camping Resort,campground,"3696 Smyrna Rd Suite 8, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8681434,-84.8512534,OPERATIONAL,4.5,206,Deer Ridge Camping Resort,business,"3696 Smyrna Rd Suite 8, Richmond, IN 47374, USA",Richmond,IN,47374
Fireside Mobile Homes Inc,rv_park,"1210 S Q St, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8082733,-84.8855972,OPERATIONAL,4.1,54,Fireside Mobile Homes Inc,business,"1210 S Q St, Richmond, IN 47374, USA",Richmond,IN,47374
Grandpa's Farm Campground,rv_park,"4244 IN-227, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8882026,-84.8403297,OPERATIONAL,4.6,270,Grandpa's Farm Campground,business,"4244 IN-227, Richmond, IN 47374, USA",Richmond,IN,47374
Richmond KOA Holiday,rv_park,"3101 Cart Rd, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8701020,-84.8639546,OPERATIONAL,4.6,603,Richmond KOA Holiday,business,"3101 Cart Rd, Richmond, IN 47374, USA",Richmond,IN,47374
Richmond Mobile Home Park,rv_park,"3398 Salisbury Rd, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8756149,-84.9404384,OPERATIONAL,3.3,48,Richmond Mobile Home Park,business,"3398 Salisbury Rd, Richmond, IN 47374, USA",Richmond,IN,47374
Richmond Mobile Manor,rv_park,"610 Indiana Ave, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8410128,-84.9135552,OPERATIONAL,4.3,68,Richmond Mobile Manor,business,"610 Indiana Ave, Richmond, IN 47374, USA",Richmond,IN,47374
Westridge Estates,rv_park,"810 Indiana Ave #15, Richmond, IN 47374, USA",Richmond,IN,47374,Wayne County,39.8404503,-84.9166560,OPERATIONAL,3.7,62,Westridge Estates,business,"810 Indiana Ave #15, Richmond, IN 47374, USA",Richmond,IN,47374
Beyonder Getaway Rising Sun,rv_park,"1343 Bellview Ln, Rising Sun, IN 47040, USA",Rising Sun,IN,47040,Ohio County,38.9736219,-84.8444885,OPERATIONAL,4.2,479,Beyonder Getaway Rising Sun,business,"1343 Bellview Ln, Rising Sun, IN 47040, USA",Rising Sun,IN,47040
RV Park at Rising Star Casino,rv_park,"777 Rising Star Dr, Rising Sun, IN 47040, USA",Rising Sun,IN,47040,Ohio County,38.9552066,-84.8499991,OPERATIONAL,4.4,119,RV Park at Rising Star Casino,business,"777 Rising Star Dr, Rising Sun, IN 47040, USA",Rising Sun,IN,47040
Country Meadows Manufactured Home Community,rv_park,"929 Monarch Ln, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0496238,-86.2272833,OPERATIONAL,3.2,215,Country Meadows Manufactured Home Community,business,"929 Monarch Ln, Rochester, IN 46975, USA",Rochester,IN,46975
Four Seasons Manufactured Home Community,rv_park,"705 E 4th St #100, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0696536,-86.2050489,OPERATIONAL,3.7,103,Four Seasons Manufactured Home Community,business,"705 E 4th St #100, Rochester, IN 46975, USA",Rochester,IN,46975
Lakeview Campground,campground,"7781 E 300 N, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0983448,-86.0982670,OPERATIONAL,4.6,117,Lakeview Campground,business,"7781 E 300 N, Rochester, IN 46975, USA",Rochester,IN,46975
Rochester Manufactured Housing,rv_park,"1101 S Park Rd, Rochester, IN 46975, USA",Rochester,IN,46975,Fulton County,41.0630461,-86.2253381,OPERATIONAL,4.0,25,Rochester Manufactured Housing,business,"1101 S Park Rd, Rochester, IN 46975, USA",Rochester,IN,46975
"Oakridge Campground, LLC",campground,"837 N Silverdale Rd, Rockport, IN 47635, USA",Rockport,IN,47635,Spencer County,37.8990661,-87.0630405,OPERATIONAL,4.3,52,"Oakridge Campground, LLC",business,"837 N Silverdale Rd, Rockport, IN 47635, USA",Rockport,IN,47635
Covered Bridge Campground,campground,"215 S Erie St, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7604920,-87.2247590,OPERATIONAL,3.9,56,Covered Bridge Campground,business,"215 S Erie St, Rockville, IN 47872, USA",Rockville,IN,47872
Holiday Rest Campground,campground,"10365 E Shop Dr, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7544180,-87.0421830,OPERATIONAL,4.4,48,Holiday Rest Campground,business,"10365 E Shop Dr, Rockville, IN 47872, USA",Rockville,IN,47872
Rockville Lake Park,campground,"828 Marshall Rd, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7817232,-87.2132036,OPERATIONAL,4.4,247,Rockville Lake Park,business,"828 Marshall Rd, Rockville, IN 47872, USA",Rockville,IN,47872
Running T Campground,campground,"264 S Coyote Run, Rockville, IN 47872, USA",Rockville,IN,47872,Parke County,39.7557560,-87.0381640,OPERATIONAL,4.8,41,Running T Campground,business,"264 S Coyote Run, Rockville, IN 47872, USA",Rockville,IN,47872
Lakeland Manor Mobile Home Park,rv_park,"3322 E County Rd 900 N #302, Rome City, IN 46784, USA",Rome City,IN,46784,Noble County,41.4811701,-85.3606357,OPERATIONAL,4.4,13,Lakeland Manor Mobile Home Park,business,"3322 E County Rd 900 N #302, Rome City, IN 46784, USA",Rome City,IN,46784
Fairway Estates Mobile Home Park,rv_park,"308 N 3rd St, Rossville, IN 46065, USA",Rossville,IN,46065,Clinton County,40.4236743,-86.5971951,OPERATIONAL,4.2,5,Fairway Estates Mobile Home Park,business,"308 N 3rd St, Rossville, IN 46065, USA",Rossville,IN,46065
Rushview Mobile Home Park,rv_park,"832 US-52, Rushville, IN 46173, USA",Rushville,IN,46173,Rush County,39.5923322,-85.4295531,OPERATIONAL,3.1,42,Rushview Mobile Home Park,business,"832 US-52, Rushville, IN 46173, USA",Rushville,IN,46173
Russiaville Manufactured Home Community,rv_park,"380 W Chandler St, Russiaville, IN 46979, USA",Russiaville,IN,46979,Howard County,40.4135894,-86.2747955,OPERATIONAL,4.6,56,Russiaville Manufactured Home Community,business,"380 W Chandler St, Russiaville, IN 46979, USA",Russiaville,IN,46979
Hidden Paradise Campground,campground,"802 E Jefferson St, St Paul, IN 47272, USA",Saint Paul,IN,47272,Decatur County,39.4230205,-85.6246727,OPERATIONAL,4.0,374,Hidden Paradise Campground,business,"802 E Jefferson St, St Paul, IN 47272, USA",Saint Paul,IN,47272
White Rock Park,campground,"7080 750 E, St Paul, IN 47272, USA",Saint Paul,IN,47272,Shelby County,39.4201736,-85.6314239,OPERATIONAL,4.6,700,White Rock Park,business,"7080 750 E, St Paul, IN 47272, USA",Saint Paul,IN,47272
Historic Santa Claus Campground,campground,"16670 N County Rd 625 E, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1279720,-86.9383240,OPERATIONAL,4.5,46,Historic Santa Claus Campground,business,"16670 N County Rd 625 E, Santa Claus, IN 47579, USA",Santa Claus,IN,47579
Santa's Cottages,campground,"1405 W Christmas Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1177307,-86.9669453,OPERATIONAL,4.7,328,Santa's Cottages,business,"1405 W Christmas Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579
Sun Outdoors Lake Rudolph,rv_park,"78 N Holiday Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579,Spencer County,38.1214611,-86.9217150,OPERATIONAL,4.1,1329,Sun Outdoors Lake Rudolph,business,"78 N Holiday Blvd, Santa Claus, IN 47579, USA",Santa Claus,IN,47579
Southern Lake County Conservation Club,campground,"24417 Tieble Rd, Schneider, IN 46376, USA",Schneider,IN,46376,Lake County,41.1744195,-87.4343892,OPERATIONAL,4.7,71,Southern Lake County Conservation Club,business,"24417 Tieble Rd, Schneider, IN 46376, USA",Schneider,IN,46376
Act 3 Mobile Home Park,rv_park,"1137 S Riley Dr, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6685104,-85.7760620,OPERATIONAL,3.5,24,Act 3 Mobile Home Park,business,"1137 S Riley Dr, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Amberly Pointe Mobile Home Park,rv_park,"1231 Birchtree, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6767988,-85.8070828,OPERATIONAL,3.3,114,Amberly Pointe Mobile Home Park,business,"1231 Birchtree, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Ashmoor Campground,campground,"822 S Gardner St, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6741230,-85.7786238,OPERATIONAL,3.4,92,Ashmoor Campground,business,"822 S Gardner St, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Hardy Lake Wooster Campground,campground,"County Rd 450 E, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.7731656,-85.6910463,OPERATIONAL,4.6,5,Hardy Lake Wooster Campground,business,"County Rd 450 E, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Jackson Heights MHP,rv_park,"1552 N Boatman Rd, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.7154541,-85.8118057,OPERATIONAL,3.2,16,Jackson Heights MHP,business,"1552 N Boatman Rd, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Rosewood Pointe Mobile Home Park,rv_park,"550 Rose Walk, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6953309,-85.7718385,OPERATIONAL,3.9,16,Rosewood Pointe Mobile Home Park,business,"550 Rose Walk, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Royal Mobile Home Park,rv_park,"719 W Curtsinger Dr Lot 31, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6691986,-85.7770940,OPERATIONAL,3.5,8,Royal Mobile Home Park,business,"719 W Curtsinger Dr Lot 31, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Scottsburg / Raintree Lake KOA Holiday,rv_park,"4577 IN-56, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6809308,-85.8608984,OPERATIONAL,4.6,392,Scottsburg / Raintree Lake KOA Holiday,business,"4577 IN-56, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Sunny Meadows Mobile Home Park,,"251 S Lake Rd N, Scottsburg, IN 47170, USA",Scottsburg,IN,47170,Scott County,38.6892794,-85.7924650,OPERATIONAL,4.0,4,Sunny Meadows Mobile Home Park,business,"251 S Lake Rd N, Scottsburg, IN 47170, USA",Scottsburg,IN,47170
Indian Oaks Pointe Mobile Home Park,rv_park,"7236 Declaration Dr, Sellersburg, IN 47172, USA",Sellersburg,IN,47172,Clark County,38.3662977,-85.7577373,OPERATIONAL,3.4,335,Indian Oaks Pointe Mobile Home Park,business,"7236 Declaration Dr, Sellersburg, IN 47172, USA",Sellersburg,IN,47172
Prairie Creek Reservoir Campgrounds,,"7801 S 560 E Rd, Selma, IN 47383, USA",Selma,IN,47383,Delaware County,40.1394216,-85.2792551,OPERATIONAL,4.4,187,Prairie Creek Reservoir Campgrounds,business,"7801 S 560 E Rd, Selma, IN 47383, USA",Selma,IN,47383
Hill Top Mobile Home Park,rv_park,"115 S Obrien St, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9596290,-85.8784790,OPERATIONAL,3.4,44,Hill Top Mobile Home Park,business,"115 S Obrien St, Seymour, IN 47274, USA",Seymour,IN,47274
Kimberly Mobile Home Park,rv_park,"171 Kimberly St, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9490678,-85.9059342,OPERATIONAL,3.0,132,Kimberly Mobile Home Park,business,"171 Kimberly St, Seymour, IN 47274, USA",Seymour,IN,47274
Lakeview Ministries,campground,"13500 W Lake Rd, Seymour, IN 47274, USA",Seymour,IN,47274,Bartholomew County,39.0699684,-86.0654816,OPERATIONAL,4.8,56,Lakeview Ministries,business,"13500 W Lake Rd, Seymour, IN 47274, USA",Seymour,IN,47274
SpringHill Camps,campground,"2221 IN-258, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9795885,-86.0812119,OPERATIONAL,4.8,39,SpringHill Camps,business,"2221 IN-258, Seymour, IN 47274, USA",Seymour,IN,47274
Village Green Pointe,rv_park,"170 Central Park Ave, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9460784,-85.8766894,OPERATIONAL,3.1,108,Village Green Pointe,business,"170 Central Park Ave, Seymour, IN 47274, USA",Seymour,IN,47274
Weary Traveler,campground,"913 S Commerce Dr, Seymour, IN 47274, USA",Seymour,IN,47274,Jackson County,38.9494848,-85.8426816,OPERATIONAL,4.6,74,Weary Traveler,business,"913 S Commerce Dr, Seymour, IN 47274, USA",Seymour,IN,47274
Shadeland Estates,rv_park,"2351 IN-25 West, Shadeland, IN 47909, USA",Shadeland,IN,47909,Tippecanoe County,40.3716474,-86.9494546,OPERATIONAL,4.1,30,Shadeland Estates,business,"2351 IN-25 West, Shadeland, IN 47909, USA",Shadeland,IN,47909
B&K Mobile Home Park,rv_park,"845 Miller Ave, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5169172,-85.7891279,OPERATIONAL,3.2,12,B&K Mobile Home Park,business,"845 Miller Ave, Shelbyville, IN 46176, USA",Shelbyville,IN,46176
Heartland Place Community,rv_park,"243 Heartland Dr, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5111695,-85.7991012,OPERATIONAL,4.0,5,Heartland Place Community,business,"243 Heartland Dr, Shelbyville, IN 46176, USA",Shelbyville,IN,46176
Mobile Home Villa,rv_park,"1203 IN-44, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5179710,-85.7576675,OPERATIONAL,3.3,46,Mobile Home Villa,business,"1203 IN-44, Shelbyville, IN 46176, USA",Shelbyville,IN,46176
Westar,,"911 Hale Rd #118, Shelbyville, IN 46176, USA",Shelbyville,IN,46176,Shelby County,39.5142886,-85.7981252,OPERATIONAL,3.7,83,Westar,business,"911 Hale Rd #118, Shelbyville, IN 46176, USA",Shelbyville,IN,46176
Lakeside Manor Manufactured Home Community,rv_park,"8130 N 1150 W, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.7571934,-85.6511162,OPERATIONAL,3.8,122,Lakeside Manor Manufactured Home Community,business,"8130 N 1150 W, Shipshewana, IN 46565, USA",Shipshewana,IN,46565
Shipshewana Campground South Park,campground,"1105 S Van Buren St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.6621767,-85.5799564,OPERATIONAL,4.3,518,Shipshewana Campground South Park,business,"1105 S Van Buren St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565
Shipshewana North Park Amish Log Cabin Lodging & Campground,campground,"5970 IN-5, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.7255444,-85.5831457,OPERATIONAL,4.5,371,Shipshewana North Park Amish Log Cabin Lodging & Campground,business,"5970 IN-5, Shipshewana, IN 46565, USA",Shipshewana,IN,46565
Shipshewana RV Park & Service Center,rv_park,"510 E Farver St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565,LaGrange County,41.6701019,-85.5729832,OPERATIONAL,4.6,300,Shipshewana RV Park & Service Center,business,"510 E Farver St, Shipshewana, IN 46565, USA",Shipshewana,IN,46565
Martin State Forest,campground,"14040 Williams Rd, Shoals, IN 47581, USA",Shoals,IN,47581,,38.6904800,-86.7287195,OPERATIONAL,4.6,246,Martin State Forest,business,"14040 Williams Rd, Shoals, IN 47581, USA",Shoals,IN,47581
Indian-Celina Lakes North Face Campground,campground,"Siberia, IN 47515, USA",Siberia,IN,47515,Perry County,38.1970252,-86.6054580,OPERATIONAL,4.6,33,Indian-Celina Lakes North Face Campground,business,"Siberia, IN 47515, USA",Siberia,IN,47515
Clear Water,rv_park,"62430 Locust Rd, South Bend, IN 46614, USA",South Bend,IN,46614,St. Joseph County,41.5875357,-86.2818139,OPERATIONAL,3.6,151,Clear Water,business,"62430 Locust Rd, South Bend, IN 46614, USA",South Bend,IN,46614
Countryside Village South Bend,,"1001 S Mayflower Rd, South Bend, IN 46619, USA",South Bend,IN,46619,St. Joseph County,41.6629855,-86.3257086,OPERATIONAL,3.5,302,Countryside Village South Bend,business,"1001 S Mayflower Rd, South Bend, IN 46619, USA",South Bend,IN,46619
Shamrock Hills RV Park,rv_park,"62600 IN-931, South Bend, IN 46614, USA",South Bend,IN,46614,St. Joseph County,41.5858030,-86.2587300,OPERATIONAL,5.0,1,Shamrock Hills RV Park,business,"62600 IN-931, South Bend, IN 46614, USA",South Bend,IN,46614
Speedway RV Park,rv_park,"1714 Georgetown Rd, Speedway, IN 46224, USA",Speedway,IN,46224,Marion County,39.7895283,-86.2409456,OPERATIONAL,5.0,20,Speedway RV Park,business,"1714 Georgetown Rd, Speedway, IN 46224, USA",Speedway,IN,46224
Owen-Putnam State Forest,campground,"2153 Fish Creek Rd, Spencer, IN 47460, USA",Spencer,IN,47460,,39.3208370,-86.8455640,OPERATIONAL,4.6,190,Owen-Putnam State Forest,business,"2153 Fish Creek Rd, Spencer, IN 47460, USA",Spencer,IN,47460
Timber Ridge Camp,rv_park,"1674 Timber Ridge Rd, Spencer, IN 47460, USA",Spencer,IN,47460,Owen County,39.2521787,-86.7385947,OPERATIONAL,4.9,87,Timber Ridge Camp,business,"1674 Timber Ridge Rd, Spencer, IN 47460, USA",Spencer,IN,47460
