nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone,website
Jarrtrk Enterprises LLC,rv_park,"6150 N Erickson St, Terre Haute, IN 47805, USA",Terre Haute,IN,47805,Vigo County,39.5411793,-87.3509848,OPERATIONAL,3.4,11,(812) 535-3273,
Lafayette Square,rv_park,"2300 Lafayette Ave, Terre Haute, IN 47805, USA",Terre Haute,IN,47805,Vigo County,39.5133548,-87.3831913,OPERATIONAL,5.0,1,(812) 269-2950,
Terre Haute Campground,rv_park,"5995 E Sony Dr, Terre Haute, IN 47802, USA",Terre Haute,IN,47802,Vigo County,39.4274407,-87.3258102,OPERATIONAL,4.5,1363,(812) 917-5671,https://terrehautecampground.com/
Vista Grande Mobile Home Park,rv_park,"2250 E Haythorne Ave, Terre Haute, IN 47805, USA",Terre Haute,IN,47805,Vigo County,39.5209388,-87.3825395,OPERATIONAL,3.8,32,(812) 466-9791,http://vistagrandemhp.net/
Whispering Woods Estates,rv_park,"2250 N Tabortown St, Terre Haute, IN 47803, USA",Terre Haute,IN,47803,Vigo County,39.4930383,-87.2586872,OPERATIONAL,4.6,81,(812) 877-2333,http://whisperingwoodsestates.com/
Old Mill Run Campground,campground,"8544 W 690 N, Thorntown, IN 46071, USA",Thorntown,IN,46071,Boone County,40.1422545,-86.6285193,OPERATIONAL,4.5,269,(765) 436-7190,http://www.oldmillrun.com/
Country Living Manufactured Home Community,rv_park,"1624 S 25 W Site #1, Tipton, IN 46072, USA",Tipton,IN,46072,Tipton County,40.2819690,-86.0197532,OPERATIONAL,3.1,88,(765) 675-7099,https://www.bayshorehomesales.com/communities/countrylivingin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Tipton Mobile Home Park,rv_park,"336 Sweetland Ave, Tipton, IN 46072, USA",Tipton,IN,46072,Tipton County,40.2856325,-86.0501374,OPERATIONAL,2.3,15,(765) 432-1772,
Old Mill/Southern Sites Campground RV Park,rv_park,"6688 E Co Rd 625 N, Twelve Mile, IN 46988, USA",Twelve Mile,IN,46988,Cass County,40.8568022,-86.2481600,OPERATIONAL,4.6,15,(574) 727-0869,http://southernsitescampground.com/
Lightle Mobile Home Park,rv_park,"468 E Washington St, Upland, IN 46989, USA",Upland,IN,46989,Grant County,40.4751869,-85.4895990,OPERATIONAL,4.1,54,(765) 997-6046,https://knightscommunities.com/upland-indiana-lightle-mobile-home-park/
Flint Lake Mobile Home Park,rv_park,"581 N Calumet Ave, Valparaiso, IN 46383, USA",Valparaiso,IN,46383,Porter County,41.5179023,-87.0341415,OPERATIONAL,4.1,27,(219) 462-6213,
Maplewood Manufactured Home,rv_park,"455 Sturdy Rd #65, Valparaiso, IN 46383, USA",Valparaiso,IN,46383,Porter County,41.4640731,-87.0350418,OPERATIONAL,3.8,16,(219) 464-1716,
Whispering Sands Manufactured Home Community,rv_park,"810 Elmwood Park Dr, Valparaiso, IN 46385, USA",Valparaiso,IN,46385,Porter County,41.5521290,-87.0714354,OPERATIONAL,3.5,107,(219) 247-3094,https://www.whisperingsandsmhc.com/
Williamsburg Manor Manufactured Home Community,rv_park,"2257 Slover Road, Valparaiso, IN 46383, USA",Valparaiso,IN,46383,Porter County,41.4469792,-87.0000601,OPERATIONAL,3.8,104,(219) 247-3903,https://www.williamsburgmanormhc.com/
Gaslight Village Manufactured Home Community,rv_park,"102 Gaslight Dr #6, Versailles, IN 47042, USA",Versailles,IN,47042,Ripley County,39.0720030,-85.2628910,OPERATIONAL,3.5,48,(812) 250-8224,https://brightstarcommunities.com/community/gaslight-village/
Indian Creek Landing Campground,campground,"682-, 690 Ohio River Scenic Byway, Vevay, IN 47043, USA",Vevay,IN,47043,Switzerland County,38.7280139,-85.0999334,OPERATIONAL,4.4,10,,
Route 56 Campground Seasonal RV Park,,"391118000012000008, Vevay, IN 47043, USA",Vevay,IN,47043,Jefferson County,38.7023827,-85.2206707,OPERATIONAL,4.6,10,,
Sandy Beach Campground,campground,"-1898, 1840 Campbell Dr, Vevay, IN 47043, USA",Vevay,IN,47043,Jefferson County,38.7128943,-85.2263673,OPERATIONAL,4.5,40,,
Swiss Haven RV Resort,rv_park,"4612 IN-56, Vevay, IN 47043, USA",Vevay,IN,47043,Switzerland County,38.7106366,-85.1254899,OPERATIONAL,4.6,49,(317) 902-4112,http://swisshavenrvresort.com/
Treasure Cove Campground,campground,"1 Ashland Cove Rd, Vevay, IN 47043, USA",Vevay,IN,47043,Switzerland County,38.6906530,-85.1924094,OPERATIONAL,5.0,29,(812) 599-3990,http://treasurecovecamp.com/
Breezy Heights Mobile Home Park,rv_park,"2635 Windy Hill Rd, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.7164276,-87.4854649,OPERATIONAL,4.5,8,(855) 473-8182,https://ahcommunities.com/
Colonial Estates MHC,rv_park,"1 Colony Dr, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.6659760,-87.5224260,OPERATIONAL,,0,(812) 221-3504,https://brightstarcommunities.com/community/colonial-estates/
Colonial Estates Mobile Home Community,rv_park,"1509 Church St, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.6672063,-87.5229123,OPERATIONAL,5.0,1,(812) 886-5810,https://brightstarcommunities.com/community/colonial-estates/
Hillcrest MHC,rv_park,"3131 N Hillcrest Rd, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.6979808,-87.4956484,OPERATIONAL,1.3,3,(812) 269-8905,https://brightstarcommunities.com/community/hillcrest/
Ouabache Trails Campground,campground,"Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.7292979,-87.4986204,OPERATIONAL,4.6,244,(812) 882-4316,http://www.knoxcountyparks.com/
Parkview MHC and RV Park,rv_park,"100 Landrey Dr, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.6877423,-87.4975533,OPERATIONAL,3.4,68,(812) 221-2493,https://brightstarcommunities.com/community/parkview/
Vincennes RV Park,rv_park,"500 E Robinson Ln, Vincennes, IN 47591, USA",Vincennes,IN,47591,Knox County,38.6456410,-87.5322230,OPERATIONAL,4.4,61,(812) 455-1705,
Wabash City RV Park,rv_park,"270-298 Smith St, Wabash, IN 46992, USA",Wabash,IN,46992,Wabash County,40.7904023,-85.8242877,OPERATIONAL,4.5,10,(260) 563-2941,http://www.cityofwabash.com/department/index.php?structureid=43
Countryside Estates Mobile Home Community,rv_park,"415 North Elkhart Street #87, Wakarusa, IN 46573, USA",Wakarusa,IN,46573,Elkhart County,41.5412221,-86.0214243,OPERATIONAL,4.1,39,(574) 200-3111,https://openmgmt.com/CountrysideEstates/
Country Club Crossing Mobile Home Community,rv_park,"2792 S Country Club Rd, Warsaw, IN 46580, USA",Warsaw,IN,46580,Kosciusko County,41.1938644,-85.8239658,OPERATIONAL,4.2,19,(574) 526-2488,https://www.facebook.com/CountryClubCrossing18/
Forest Park Manufactured Home Community,rv_park,"3330 E Old Colony Rd, Warsaw, IN 46580, USA",Warsaw,IN,46580,Kosciusko County,41.2294839,-85.8088605,OPERATIONAL,3.2,114,(574) 268-4250,https://www.bayshorehomesales.com/communities/forestparkin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Green Acres Mobile Home Court,rv_park,"1692 E 200 N, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2660360,-85.8110060,OPERATIONAL,3.3,87,(574) 267-2711,
Hideaway Hills,rv_park,"2441 W 250 S #168, Warsaw, IN 46580, USA",Warsaw,IN,46580,Kosciusko County,41.1963672,-85.8912390,OPERATIONAL,3.8,155,(574) 221-6302,https://rootsmg.com/community/hideaway_hills_warsaw_in
"Hoffman Lake Campground, INC.",campground,"7638 W 300 N, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2754994,-85.9916234,OPERATIONAL,4.2,289,(574) 268-8997,http://www.hoffmanlakecamp1964.com/
JT'S Lakeside Campground,campground,"6402 E McKenna Rd, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2868887,-85.7211977,OPERATIONAL,4.4,132,(574) 594-2635,https://jtslakesidecampground.com/
Lakes Estates Community,rv_park,"1 EMS B37 Ln, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2867998,-85.7329692,OPERATIONAL,4.2,40,(574) 891-3179,https://www.lakesestatesmhc.com/
Pike Lake Campground,campground,"1011 Arthur St, Warsaw, IN 46580, USA",Warsaw,IN,46580,Kosciusko County,41.2478711,-85.8400735,OPERATIONAL,4.3,181,(574) 269-1439,http://www.kcgov.com/eGov/apps/locations/facilities.egov?view=detail&id=10
Shamrock Village Manufactured Home Community,rv_park,"920 Anchorage Rd #133, Warsaw, IN 46580, USA",Warsaw,IN,46580,Kosciusko County,41.2628291,-85.8446953,OPERATIONAL,3.3,87,(574) 267-3555,https://www.bayshorehomesales.com/communities/shamrockvillagein?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Suburban Acres Mobile Home Park,,"3699 N 175 E, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2887750,-85.8121780,OPERATIONAL,3.3,61,,
Timber Creek Estates Mobile Home & RV Park,rv_park,"794 S Bunting Ln, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2239930,-85.7871800,OPERATIONAL,3.3,37,,https://www.mhvillage.com/parks/27871
Whispering Pines Trailer Park,rv_park,"340 E Levi Lee Rd, Warsaw, IN 46582, USA",Warsaw,IN,46582,Kosciusko County,41.2977592,-85.8383435,OPERATIONAL,3.5,80,(463) 777-5877,
Oakwood Mobile & RV Estates,rv_park,"1999 IN-57, Washington, IN 47501, USA",Washington,IN,47501,Daviess County,38.6268267,-87.1832486,OPERATIONAL,3.6,77,(812) 254-3630,https://oakwoodmobilervpark.com/
Southview Mobile Home Park,rv_park,"774 IN-57, Washington, IN 47501, USA",Washington,IN,47501,Daviess County,38.6438251,-87.1746358,OPERATIONAL,3.0,33,(812) 254-7457,
Sundale MHC and RV Park,rv_park,"7 Sundale Trailer Ct, Washington, IN 47501, USA",Washington,IN,47501,Daviess County,38.6525038,-87.1570299,OPERATIONAL,3.6,32,(812) 221-3454,https://www.brightstarcommunities.com/Sundale/
Concord Manufactured Community,rv_park,"650 N Washington St, Waterloo, IN 46793, USA",Waterloo,IN,46793,DeKalb County,41.4356630,-85.0167000,OPERATIONAL,2.7,72,(260) 804-0580,
Sunny Lane Mobile Home Park,rv_park,"1005 S Wayne St, Waterloo, IN 46793, USA",Waterloo,IN,46793,DeKalb County,41.4232740,-85.0253536,OPERATIONAL,3.7,17,(260) 925-1716,http://www.goldenruleprop.com/
Lake Waveland,campground,"11677 IN-47, Waveland, IN 47989, USA",Waveland,IN,47989,Montgomery County,39.8823259,-87.0755420,OPERATIONAL,4.3,554,(765) 435-2073,https://www.facebook.com/LakeWavelandPark/
French Lick Farms,rv_park,"6000 W Co Rd 250 N, West Baden Springs, IN 47469, USA",West Baden Springs,IN,47469,Orange County,38.5951382,-86.5714599,OPERATIONAL,4.9,22,(812) 936-1425,http://www.frenchlickfarms.com/
Lost River Hostel,campground,"2393 N County Rd 960 W, West Baden Springs, IN 47469, USA",West Baden Springs,IN,47469,Orange County,38.5912055,-86.6391220,OPERATIONAL,4.4,145,(812) 936-6008,http://lostriverhostel.com/
Indian Hills Mobile Home Park,rv_park,"6695 S Brookville Pike #15, West College Corner, IN 47003, USA",West College Corner,IN,47003,Union County,39.5344780,-84.8231449,OPERATIONAL,3.7,27,(765) 962-0221,
Candlelight Estates,rv_park,"10 Candlelight Plaza, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4686715,-86.9826047,OPERATIONAL,,0,(765) 838-8840,http://www.rentfromtitan.com/
Candlelight Plaza,rv_park,"10 Candlelight Plaza, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4683227,-86.9839477,OPERATIONAL,3.4,41,,
Maples Park,rv_park,"2450 US-52 suite 2, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4688858,-86.9514525,OPERATIONAL,3.6,36,(765) 463-2213,
Point West Manufactured Home Community,rv_park,"2719 Klondike Rd, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4563240,-86.9592827,OPERATIONAL,3.3,109,(765) 233-5903,https://www.pointwestmhc.com/
Prophetstown State Park Campground,campground,"5545 Swisher Rd, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.5089761,-86.8206278,OPERATIONAL,4.7,52,(765) 567-4919,https://indianastateparks.reserveamerica.com/camping/prophetstown-state-park/r/campgroundDetails.do?contractCode=IN&parkId=570028
Ross Camp,campground,"CW2C+RG, 9225 W 75 S, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4044322,-87.0783073,OPERATIONAL,4.7,123,,https://www.tippecanoe.in.gov/facilities/facility/details/ross-camp-7
Toman's Mobile Home Park,rv_park,"4511 Jackson Hwy, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.4510860,-86.9894990,OPERATIONAL,5.0,2,,
Woods Edge,,"1670 E 650 N, West Lafayette, IN 47906, USA",West Lafayette,IN,47906,Tippecanoe County,40.5134775,-86.8775366,OPERATIONAL,3.7,136,(765) 250-3082,https://www.umh.com/community/woods-edge?utm_source=GMBlisting&utm_medium=organic
40 West Mobile Home Park,rv_park,"1075 S Gorham Pl, West Terre Haute, IN 47885, USA",West Terre Haute,IN,47885,Vigo County,39.4525871,-87.4881896,OPERATIONAL,3.9,30,(812) 533-2223,
Lazy L Lake Campground,rv_park,"545 Lazy Lake Rd, West Terre Haute, IN 47885, USA",West Terre Haute,IN,47885,Vigo County,39.4736158,-87.4472680,OPERATIONAL,4.1,138,(812) 533-1562,http://www.lazyllakecampground.com/
Sugar Creek Estates,rv_park,"900 W Allison Dr #86, West Terre Haute, IN 47885, USA",West Terre Haute,IN,47885,Vigo County,39.4593048,-87.4535140,OPERATIONAL,3.5,61,(812) 533-6110,
Eagletown Estates MHP,rv_park,"17707 Eagletown Rd, Westfield, IN 46074, USA",Westfield,IN,46074,Hamilton County,40.0436527,-86.1926470,OPERATIONAL,4.4,13,(317) 867-1625,
Broken Arrow Campground,campground,"3045 US-35, Winamac, IN 46996, USA",Winamac,IN,46996,Pulaski County,41.1004090,-86.6054980,OPERATIONAL,4.2,344,(574) 946-4566,
Golden Rule Campground,campground,"2243 W 200 N, Winchester, IN 47394, USA",Winchester,IN,47394,Randolph County,40.1892009,-85.0234577,OPERATIONAL,4.6,13,(765) 305-0808,http://www.goldenrulein.com/
Beaver Point Campground,campground,"10162 County Rd East 500 S, Windfall, IN 46076, USA",Windfall,IN,46076,Howard County,40.4065932,-85.9332638,OPERATIONAL,4.6,128,(765) 945-7815,
Fairlane Estates,rv_park,"1202 Wooster Rd, Winona Lake, IN 46590, USA",Winona Lake,IN,46590,Kosciusko County,41.2249954,-85.8081382,OPERATIONAL,3.4,76,(574) 221-6294,https://rootsmg.com/community/fairlane_estates_winona_lake_in
Pike State Forest Campground,campground,"County Rd 650 E, Winslow, IN 47598, USA",Winslow,IN,47598,Pike County,38.3553991,-87.1553849,OPERATIONAL,4.5,12,,
Gordons Campground,rv_park,"9500 West 600th South, Wolcottville, IN 46795, USA",Wolcottville,IN,46795,LaGrange County,41.5540980,-85.2439560,OPERATIONAL,4.0,261,(260) 351-3383,http://www.gordonscamping.com/
Indian Lakes Campground,campground,"6460 S 075 W, Wolcottville, IN 46795, USA",Wolcottville,IN,46795,LaGrange County,41.5480540,-85.4383020,OPERATIONAL,4.4,330,(260) 854-4215,http://indianlakescampground.com/
Woodburn Mobile Home Park,rv_park,"21727 Woodburn Rd, Woodburn, IN 46797, USA",Woodburn,IN,46797,Allen County,41.1251879,-84.8614354,OPERATIONAL,3.2,38,(260) 632-0206,http://www.mparkhomes.com/
Fallen oak campground and vineyard llc,campground,"8375 US-231, Worthington, IN 47471, USA",Worthington,IN,47471,Owen County,39.1740840,-86.9145059,OPERATIONAL,4.5,10,(765) 430-5155,http://fallenoakcampground.wixsite.com/
"Meier RV Park, LLC",rv_park,"4084 IN-48, Worthington, IN 47471, USA",Worthington,IN,47471,Greene County,39.1478347,-87.0184793,OPERATIONAL,4.9,17,(812) 699-7856,
Woodlake Estates Manufactured Home Community,rv_park,"12204 Indianapolis Rd, Yoder, IN 46798, USA",Yoder,IN,46798,Allen County,40.9726497,-85.2306794,OPERATIONAL,3.7,119,(260) 747-3090,
Lake Lincoln Campground,campground,"Clay Township, IN 47611, USA",,IN,47611,Spencer County,38.1050720,-86.9921231,OPERATIONAL,5.0,1,,
"Lincoln State Park, Campground Shelter",campground,"15476 County Rd 300 E, Lincoln City, IN 47552, USA",,IN,47552,Spencer County,38.1048019,-86.9936670,OPERATIONAL,4.6,115,(812) 937-4710,http://www.in.gov/dnr/parklake/2979.htm
Raccoon SRA Campground,campground,"Union Township, IN 47872, USA",,IN,47872,Parke County,39.7349132,-87.0754188,OPERATIONAL,4.5,13,(765) 344-1412,https://www.in.gov/dnr/state-parks/parks-lakes/cecil-m-harden-lake-raccoon-sra/
Terrace (Office),rv_park,"6879 E Hadley Rd, Camby, IN 46113, USA",,IN,46113,Morgan County,39.6102620,-86.3011290,OPERATIONAL,3.0,89,(317) 520-4776,https://www.terracemobilehomepark.com/
